audio,transcript,transcription
671891258_481036_481045_36822,61 manat 81 qəpik,61 manat 81 qəpik
2016758610_481086_481088_39320,3 yevro 8 sent, 3 yevro 8 sent
809763511_481111_481122_38933,6570 tam yüzdə 24 manat,6570 tam yüzdə 24 manat
2016758610_481121_481125_38428,96 tam yüzdə 43 manat,96 tam yüzdə 93 manat
640339050_481119_481129_37505,7 nöqtə 87 azn,7 nöqtə 87 azn
809763511_481133_481142_36393,7 dollar 58 sent,7 dollar 58 sent
809763511_481167_481175_36228,5 dollar 97 sent,5 dollar 97 sent
1347919237_481250_481260_37281,2253 manat 56 qəpik,2253 manat 56 qəpik
1347919237_481261_481282_38700,492 tam yüzdə 57 manat,492 tam yüzdə 57 manat
1347919237_481305_481313_37713,2 nöqtə 42 manat,2 nöqtə 42 manat
1082554792_481310_481324_38931,4369 tam yüzdə 27 manat,4369 tam yüzdə 27 manat
640339050_481314_481330_38303,5 tam yüzdə 71 manat,5 tam yüzdə 71 manat
713611046_481373_481389_38362,5 tam yüzdə 58 manat, 5 tam yüzdə 58 manat
713611046_481488_481503_38014,8 tam yüzdə 42 azn,8 tam yüzdə 42 azn
671891258_481502_481510_38214,3 tam yüzdə 29 manat, 3 tam yüzdə 29 manat
713611046_481528_481543_39217,2 yevro 24 sent,2 yevro 24 sent
1082554792_481647_481655_38046,7 tam yüzdə 37 azn,7 tam yüzdə 37 azn
1082554792_481657_481666_36271,9 dollar 35 sent,9 dollar 35 sent
640339050_481724_481736_39301,2 yevro 14 sent,2 yevro 14 sent
2016758610_481735_481745_38028,4 tam yüzdə 54 azn, 4 tam yüzdə 54 azn
1082554792_481761_481762_36430,5 manat 31 qəpik,5 manat 31 qəpik
671891258_481783_481789_36621,9 manat 70 qəpik, 9 manat 70 qəpik
2016758610_481798_481805_38251,7 tam yüzdə 27 manat,7 tam yüzdə 27 manat
2016758610_481808_481818_37906,7 nöqtə 55 manat,7 nöqtə 55 manat
713611046_481814_481834_36633,8 manat 65 qəpik, 8 manat 65 qəpik
640339050_481821_481837_37971,7 tam onda 1 azn,7 tam onda 1 azn
671891258_481845_481855_39397,3 yevro 39 sent, 3 yevro 39 sent
713611046_481836_481862_38004,4 tam yüzdə 84 azn, 4 tam yüzdə 84 azn
671891258_481904_481914_39098,2672 tam yüzdə 32 manat,2672 tam yüzdə 32 manat
671891258_481937_481946_36782,57 manat 20 qəpik,57 manat 20 qəpik
2016758610_481967_481977_38205,2 tam yüzdə 13 manat,2 tam yüzdə 13 manat
1347919237_481989_481997_37543,5 nöqtə 1 azn,5 nöqtə 1 azn
671891258_482003_482011_36347,10 dollar 60 sent, 10 dollar 60 sent
1347919237_482000_482020_38903,212 tam yüzdə 47 manat,212 tam yüzdə 47 manat
671891258_482013_482022_37407,3483 manat 64 qəpik,3483 manat 64 qəpik
1082554792_482019_482023_37517,3 nöqtə 85 azn,3 nöqtə 85 azn
809763511_482031_482037_36638,6 manat 18 qəpik,6 manat 18 qəpik
1347919237_482043_482058_36682,67 manat 39 qəpik,67 manat 39 qəpik
809763511_482088_482098_37038,519 manat 7 qəpik,519 manat 7 qəpik
2016758610_482103_482111_36679,83 manat 74 qəpik,83 manat 74 qəpik
1082554792_482133_482144_36453,2 manat 68 qəpik, 2 manat 68 qəpik
809763511_482231_482241_38371,7 tam yüzdə 69 manat,7 tam yüzdə 69 manat
640339050_482232_482250_38100,9 tam yüzdə 72 azn,9 tam yüzdə 72 azn
1347919237_482239_482253_37576,9 nöqtə 55 azn,9 nöqtə 55 azn
1082554792_482259_482265_39387,7 yevro 72 sent, 7 yevro 72 sent
640339050_482254_482271_38712,636 tam yüzdə 30 manat,636 tam yüzdə 30 manat
1347919237_482256_482279_37745,8 nöqtə 9 manat,8 nöqtə 9 manat
809763511_482285_482295_36791,16 manat 17 qəpik,16 manat 17 qəpik
640339050_482291_482306_39213,10 yevro 70 sent,10 yevro 70 sent
1347919237_482298_482313_38254,5 tam yüzdə 70 manat,5 tam yüzdə 70 manat
713611046_482310_482327_38124,1 tam yüzdə 25 azn, 1 tam yüzdə 25 azn
1347919237_482315_482328_39220,2 yevro 8 sent,2 yevro 8 sent
1082554792_482365_482376_38050,5 tam yüzdə 42 azn,5 tam yüzdə 42 azn
713611046_482366_482385_37902,9 nöqtə 54 manat,9 nöqtə 54 manat
1082554792_482395_482400_39376,2 yevro 99 sent, 2 yevro 99 sent
809763511_482399_482412_38796,878 tam yüzdə 10 manat,878 tam yüzdə 10 manat
1347919237_482405_482428_39144,3647 tam yüzdə 72 manat,3647 tam yüzdə 72 manat
809763511_482424_482434_38786,669 tam yüzdə 65 manat,669 tam yüzdə 65 manat
671891258_482457_482475_38638,57 tam yüzdə 61 manat,57 tam yüzdə 61 manat
2016758610_482550_482553_37806,8 nöqtə 88 manat,8 nöqtə 88 manat
1082554792_482646_482655_37941,8 tam yüzdə 92 azn,8 tam yüzdə 92 azn
713611046_482644_482657_36579,7 manat 12 qəpik,7 manat 12 qəpik
1347919237_482687_482702_38828,957 tam yüzdə 58 manat,957 tam yüzdə 58 manat
713611046_482690_482704_36176,1 dollar 90 sent,1 dollar 90 sent
1347919237_482706_482721_39014,7686 tam yüzdə 90 manat,7686 tam yüzdə 90 manat
1347919237_482740_482748_37413,2 nöqtə 56 azn,2 nöqtə 56 azn
2016758610_482761_482766_37854,10 nöqtə 60 manat,10 nöqtə 60 manat
640339050_482780_482790_37401,7670 manat 21 qəpik,7670 manat 21 qəpik
1347919237_482770_482807_36840,66 manat 22 qəpik,66 manat 22 qəpik
1082554792_482817_482818_37970,6 tam yüzdə 80 azn,6 tam yüzdə 80 azn
1347919237_482824_482834_38090,8 tam yüzdə 80 azn, 8 tam yüzdə 80 azn
713611046_482829_482850_38503,62 tam yüzdə 17 manat,62 tam yüzdə 17 manat
809763511_482843_482851_37951,4 tam yüzdə 51 azn,4 tam yüzdə 51 azn
640339050_482869_482889_37630,3 nöqtə 66 azn,3 nöqtə 66 azn
713611046_482951_482964_39267,3 yevro 47 sent,3 yevro 47 sent
2016758610_482963_482970_38639,29 tam yüzdə 36 manat,29 tam yüzdə 36 manat
640339050_483042_483048_39048,8500 tam onda 1 manat,8500 tam onda 1 manat
713611046_483078_483085_39244,7 yevro 31 sent,7 yevro 31 sent
713611046_483120_483135_37233,8810 manat 75 qəpik,8810 manat 75 qəpik
809763511_483138_483145_36209,7 dollar 52 sent,7 dollar 52 sent
1347919237_483168_483174_36202,3 dollar 55 sent, 3 dollar 55 sent
1347919237_483207_483212_39007,8602 tam onda 2 manat,8602 tam onda 2 manat
640339050_483235_483244_37911,5 nöqtə 87 manat,5 nöqtə 87 manat
640339050_483280_483286_36857,65 manat 51 qəpik,65 manat 51 qəpik
1347919237_483279_483289_39146,2358 tam yüzdə 92 manat,2358 tam yüzdə 92 manat
1347919237_483372_483382_38394,2 tam onda 8 manat,2 tam onda 8 manat
1347919237_483404_483417_39054,9405 tam yüzdə 13 manat,9405 tam yüzdə 13 manat
640339050_483414_483418_36243,4 dollar 50 sent,4 dollar 50 sent
1347919237_483452_483455_36330,10 dollar 77 sent,10 dollar 77 sent
1347919237_483470_483471_36996,224 manat 96 qəpik,224 manat 96 qəpik
1347919237_483498_483501_37863,9 nöqtə 33 manat,9 nöqtə 33 manat
1347919237_483512_483515_37724,3 nöqtə 7 manat, 3 nöqtə 7 manat
713611046_483520_483526_38333,1 tam yüzdə 97 manat, 1 tam yüzdə 97 manat
713611046_483527_483534_36872,20 manat 57 qəpik,20 manat 57 qəpik
640339050_483543_483548_36158,10 dollar 92 sent,10 dollar 92 sent
809763511_483648_483653_38699,435 tam onda 9 manat,435 tam onda 9 manat
713611046_483651_483666_38242,2 tam yüzdə 22 manat,2 tam yüzdə 22 manat
1347919237_483699_483705_38082,2 tam yüzdə 64 azn,2 tam yüzdə 64 azn
809763511_483703_483710_38179,8 tam yüzdə 14 manat,8 tam yüzdə 14 manat
809763511_483712_483718_36696,41 manat 67 qəpik,41 manat 67 qəpik
809763511_483735_483737_37887,2 nöqtə 95 manat,2 nöqtə 95 manat
640339050_483743_483746_37735,5 nöqtə 12 manat,5 nöqtə 12 manat
809763511_483754_483759_36987,752 manat 82 qəpik,752 manat 82 qəpik
1347919237_483797_483804_38785,133 tam yüzdə 76 manat,133 tam yüzdə 76 manat
1347919237_483847_483854_39326,6 yevro 93 sent,6 yevro 93 sent
1009209372_483867_483872_38529,82 tam yüzdə 43 manat,82-ə tam yüzdə 43 manat
809763511_483871_483874_36838,71 manat 5 qəpik,71 manat 5 qəpik
809763511_483883_483888_38778,831 tam yüzdə 10 manat,831 tam yüzdə 10 manat
809763511_483931_483936_36867,51 manat 55 qəpik, 51 manat 55 qəpik
809763511_483983_483987_38133,9 tam yüzdə 26 azn,9 tam yüzdə 26 azn
1347919237_484004_484009_37795,1 nöqtə 23 manat, 1 nöqtə 23 manat
1009209372_484025_484026_36985,671 manat 97 qəpik,671 manat 97 qəpik
809763511_484051_484058_38793,849 tam yüzdə 54 manat,849 tam yüzdə 54 manat
1009209372_484067_484069_37966,9 tam yüzdə 13 azn,9 tam yüzdə 13 azn
809763511_484127_484131_36880,90 manat 21 qəpik,90 manat 21 qəpik
809763511_484134_484137_37629,9 nöqtə 50 azn,9 nöqtə 50 azn
1009209372_484141_484146_36501,2 manat 77 qəpik, 2 manat 77 qəpik
1009209372_484192_484193_36429,9 manat 5 qəpik, 9 manat 5 qəpik
809763511_484283_484288_39166,4789 tam yüzdə 36 manat,4789 tam yüzdə 36 manat
809763511_484372_484375_38001,8 tam yüzdə 47 azn,8 tam yüzdə 47 azn
809763511_484414_484418_36233,9 dollar 69 sent,9 dollar 69 sent
1009209372_484468_484469_39204,8 yevro 85 sent, 8 yevro 85 sent
1009209372_484492_484495_36331,8 dollar 84 sent, 8 dollar 84 sent
1347919237_484494_484499_38977,5584 tam yüzdə 48 manat,5584 tam yüzdə 48 manat
1009209372_484521_484524_36475,8 manat 6 qəpik, 8 manat 6 qəpik
1347919237_484523_484528_36765,97 manat 79 qəpik,97 manat 79 qəpik
1009209372_484548_484552_36698,81 manat 32 qəpik,81 manat 32 qəpik
1347919237_484583_484587_37988,10 tam yüzdə 65 azn,10 tam yüzdə 65 azn
1347919237_484598_484603_38661,38 tam yüzdə 40 manat,38 tam yüzdə 40 manat
1347919237_484632_484635_37502,6 nöqtə 60 azn,6 nöqtə 60 azn
1009209372_484644_484655_36282,9 dollar 2 sent, 9 dollar 2 sent
1347919237_484682_484685_38198,5 tam yüzdə 21 manat,5 tam yüzdə 21 manat
1347919237_484702_484707_37224,9924 manat 53 qəpik,9924 manat 53 qəpik
1347919237_484747_484748_39196,6 yevro 81 sent, 6 yevro 81 sent
1347919237_484765_484770_37039,803 manat 89 qəpik,803 manat 89 qəpik
1347919237_484783_484786_37976,9 tam yüzdə 86 azn,9 tam yüzdə 86 azn
1082554792_484769_484793_37034,968 manat 82 qəpik,968 manat 82 qəpik
1009209372_484994_484999_36564,1 manat 84 qəpik, 1 manat 84 qəpik
1082554792_485025_485034_39193,2 yevro 40 sent, 2 yevro 40 sent
1347919237_485081_485086_37155,531 manat 82 qəpik,531 manat 82 qəpik
1347919237_485105_485110_37323,3677 manat 10 qəpik,3677 manat 10 qəpik
1347919237_485145_485150_39360,5 yevro 85 sent, 5 yevro 85 sent
329749591_485175_485180_39021,6129 tam yüzdə 18 manat,6129 tam yüzdə 18 manat
1009209372_485214_485218_37334,2610 manat 15 qəpik,2610 manat 15 qəpik
329749591_485222_485225_36999,180 manat 94 qəpik,180 manat 94 qəpik
1347919237_485244_485247_37357,6261 manat 46 qəpik,6261 manat 46 qəpik
329749591_485299_485303_39314,4 yevro 76 sent, 4 yevro 76 sent
1347919237_485431_485437_37390,9388 manat 41 qəpik,9388 manat 41 qəpik
329749591_485468_485473_38613,41 tam yüzdə 75 manat,41 tam yüzdə 75 manat
1347919237_485486_485489_39363,4 yevro 59 sent, 4 yevro 59 sent
329749591_485511_485516_38521,42 tam yüzdə 54 manat,42 tam yüzdə 54 manat
1009209372_485523_485529_39118,6405 tam yüzdə 73 manat,6405 tam yüzdə 73 manat
1009209372_485546_485551_37562,6 nöqtə 42 azn,6 nöqtə 42 azn
329749591_485619_485623_37985,6 tam yüzdə 23 azn,6 tam yüzdə 23 azn
1009209372_485670_485673_37261,1279 manat 9 qəpik,1279 manat 9 qəpik
1082554792_485714_485721_38043,6 tam yüzdə 18 azn,6 tam yüzdə 18 azn
1009209372_485773_485774_36327,5 dollar 27 sent, 5 dollar 27 sent
329749591_485868_485869_36174,9 dollar 36 sent,9 dollar 36 sent
1082554792_485904_485907_38908,771 tam yüzdə 60 manat,771 tam yüzdə 60 manat
329749591_485926_485928_37603,10 nöqtə 90 azn,10 nöqtə 90 azn
1082554792_485930_485933_37318,6617 manat 39 qəpik,6617 manat 39 qəpik
329749591_485970_485971_37660,10 nöqtə 98 azn,10 nöqtə 98 azn
329749591_485978_485981_36236,7 dollar 4 sent,7 dollar 4 sent
329749591_485982_485983_39059,6921 tam yüzdə 82 manat,6921 tam yüzdə 82 manat
329749591_485992_485993_39105,3729 tam yüzdə 18 manat,3729 tam yüzdə 18 manat
1082554792_486005_486008_39087,1148 tam yüzdə 64 manat,1148 tam yüzdə 64 manat
1082554792_486009_486012_38751,371 tam yüzdə 24 manat,371 tam yüzdə 24 manat
329749591_486049_486050_38460,32 tam yüzdə 48 manat,32 tam yüzdə 48 manat
329749591_486088_486089_36894,55 manat 19 qəpik,55 manat 19 qəpik
329749591_486105_486106_38278,2 tam yüzdə 36 manat,2 tam yüzdə 36 manat
329749591_486146_486147_38564,91 tam yüzdə 31 manat,91 tam yüzdə 31 manat
329749591_486150_486151_38789,352 tam yüzdə 60 manat,352 tam yüzdə 60 manat
329749591_486162_486163_37909,9 nöqtə 95 manat,9 nöqtə 95 manat
329749591_486174_486175_36548,3 manat 68 qəpik, 3 manat 68 qəpik
329749591_486176_486177_38389,3 tam yüzdə 10 manat, 3 tam yüzdə 10 manat
329749591_486180_486181_37116,841 manat 31 qəpik,841 manat 31 qəpik
329749591_486212_486213_38803,164 tam onda 3 manat,164 tam onda 3 manat
329749591_486232_486233_38301,4 tam yüzdə 12 manat, 4 tam yüzdə 12 manat
329749591_486270_486271_36452,3 manat 27 qəpik, 3 manat 27 qəpik
329749591_486280_486281_37333,4288 manat 67 qəpik,4288 manat 67 qəpik
329749591_486313_486314_36252,4 dollar 45 sent, 4 dollar 45 sent
329749591_486317_486318_38352,7 tam yüzdə 51 manat,7 tam yüzdə 51 manat
329749591_486349_486350_37859,10 nöqtə 29 manat,10 nöqtə 29 manat
329749591_486379_486380_37952,6 tam yüzdə 31 azn,6 tam yüzdə 31 azn
329749591_486397_486398_37705,2 nöqtə 78 manat,2 nöqtə 78 manat
329749591_486411_486412_38120,8 tam yüzdə 41 azn,8 tam yüzdə 41 azn
329749591_486458_486459_36889,32 manat 38 qəpik,32 manat 38 qəpik
329749591_486460_486461_37521,2 nöqtə 53 azn,2 nöqtə 53 azn
329749591_486474_486475_37313,5525 manat 28 qəpik,5525 manat 28 qəpik
329749591_486480_486481_36409,9 manat 52 qəpik,9 manat 52 qəpik
329749591_486482_486483_39210,4 yevro 77 sent, 4 yevro 77 sent
329749591_486514_486515_37205,5204 manat 70 qəpik,5204 manat 70 qəpik
329749591_486560_486561_36255,7 dollar 77 sent,7 dollar 77 sent
329749591_486607_486608_36655,7 manat 18 qəpik,7 manat 18 qəpik
329749591_486609_486610_39133,4179 tam onda 4 manat,4179 tam onda 4 manat
329749591_486627_486628_36509,6 manat 35 qəpik, 6 manat 35 qəpik
329749591_486629_486630_37494,2 nöqtə 94 azn,2 nöqtə 94 azn
329749591_486637_486638_37439,2 nöqtə 21 azn,2 nöqtə 21 azn
329749591_486688_486689_38791,694 tam yüzdə 80 manat,694 tam yüzdə 80 manat
329749591_486740_486741_37850,3 nöqtə 8 manat, 3 nöqtə 8 manat
329749591_486762_486763_36508,3 manat 13 qəpik, 3 manat 13 qəpik
329749591_486764_486765_39219,9 yevro 48 sent,9 yevro 48 sent
329749591_486774_486775_37208,7554 manat 74 qəpik,7554 manat 74 qəpik
329749591_486784_486785_38322,7 tam yüzdə 13 manat,7 tam yüzdə 13 manat
329749591_486813_486814_38249,10 tam yüzdə 53 manat,10 tam yüzdə 53 manat
329749591_486833_486834_36505,1 manat 58 qəpik, 1 manat 58 qəpik
329749591_486851_486852_37544,10 nöqtə 68 azn,10 nöqtə 68 azn
329749591_486895_486896_38184,5 tam yüzdə 45 manat,5 tam yüzdə 45 manat
329749591_486958_486959_38566,51 tam yüzdə 16 manat, 51 tam yüzdə 16 manat
329749591_487019_487020_37088,767 manat 42 qəpik,767 manat 42 qəpik
329749591_487038_487039_37770,6 nöqtə 28 manat,6 nöqtə 28 manat
329749591_487044_487045_38021,3 tam yüzdə 19 azn, 3 tam yüzdə 19 azn
329749591_487046_487047_36536,9 manat 20 qəpik,9 manat 20 qəpik
329749591_487064_487065_38408,7 tam yüzdə 83 manat,7 tam yüzdə 83 manat
329749591_487096_487097_38143,2 tam yüzdə 76 azn, 2 tam yüzdə 76 azn
329749591_487112_487113_36866,39 manat 53 qəpik,39 manat 53 qəpik
329749591_487116_487117_37765,4 nöqtə 67 manat, 4 nöqtə 67 manat
329749591_487172_487173_37964,10 tam yüzdə 48 azn,10 tam yüzdə 48 azn
329749591_487197_487198_36530,6 manat 65 qəpik,6 manat 65 qəpik
329749591_487254_487255_36415,5 manat 78 qəpik, 5 manat 78 qəpik
329749591_487272_487273_36268,9 dollar 91 sent,9 dollar 91 sent
329749591_487318_487319_36489,10 manat 91 qəpik,10 manat 91 qəpik
329749591_487350_487351_36858,18 manat 81 qəpik,18 manat 81 qəpik
329749591_487398_487399_38216,1 tam yüzdə 54 manat,1 tam yüzdə 54 manat
329749591_487408_487409_37353,2113 manat 48 qəpik,2113 manat 48 qəpik
329749591_487440_487441_36936,714 manat 41 qəpik,714 manat 41 qəpik
329749591_487468_487469_36567,1 manat 85 qəpik,1 manat 85 qəpik
329749591_487510_487511_38016,3 tam yüzdə 71 azn,3 tam yüzdə 71 azn
1150481435_413496_413497_35957,077 7256945,077 7256945
1150481435_413607_413608_35691,055 2181275,055 2181275
1150481435_413617_413618_35902,070 5912116,070 5912116
1150481435_413712_413713_35385,012 2837887,012 2837887
1150481435_413742_413743_36154,099 3775547,099 3775547
1150481435_413799_413800_35460,050 8714535,050 8714535
1150481435_413850_413851_36150,099 6995686,099 6995686
1150481435_413952_413953_35273,010 6143919,010 6143919
910545275_414238_414241_36031,077 5913813,077 5913813
910545275_414703_414707_35587,051 1299461,051 1299461
1150481435_414710_414713_35197,010 4337597,010 4337597
1150481435_414754_414755_35544,051 6436766,051 6436766
910545275_414844_414845_35608,051 1617133,051 1617133
910545275_414875_414876_35301,012 3137949,012 3137949
910545275_414913_414914_36014,077 1669473,077 1669473
910545275_414943_414944_35667,055 8131928,055 8131928
910545275_415001_415002_35812,070 6432199,070 6432199
910545275_415011_415012_35971,077 5473646,077 5473646
910545275_415351_415352_35769,055 6917737,055 6917737
910545275_415477_415478_35679,055 1687884,055 1687884
910545275_415671_415672_35793,070 2952423,070 2952423
910545275_415719_415720_35619,051 7282323,051 7282323
910545275_415847_415848_35507,050 5671864,050 5671864
1150481435_415903_415904_35210,010 9961537,010 9961537
1150481435_415935_415936_35991,077 7667524,077 7667524
1150481435_415994_415995_36136,099 9758745,099 9758745
1150481435_416056_416057_35291,012 3297552,012 3297552
1150481435_416138_416139_35533,050 7125644,050 7125644
1150481435_416188_416189_35202,010 5938487,010 5938487
1150481435_416196_416197_36124,099 7927161,099 7927161
1150481435_416316_416317_35445,050 4799723,050 4799723
1150481435_416372_416373_36118,099 3761438,099 3761438
1150481435_416382_416383_35996,077 3521163,077 3521163
1150481435_416392_416393_35169,010 2931927,010 2931927
1150481435_416450_416451_35511,050 9234951,050 9234951
1150481435_416502_416503_35327,012 9161232,012 9161232
1150481435_416705_416706_35249,010 7625585,010 7625585
1150481435_416811_416812_36048,099 5687547,099 5687547
1150481435_416831_416832_35933,077 6696124,077 6696124
640339050_417044_417045_35869,070 2128493,070 2128493
640339050_417144_417145_35484,050 8262353,050 8262353
575298922_417222_417223_35215,010 4827382,010 4827382
575298922_417264_417265_35824,070 4661681,070 4661681
575298922_417290_417291_35836,070 9645925,070 9645925
575298922_417308_417309_35459,050 2967836,050 2967836
860296669_417449_417450_35926,077 7118185,077 7118185
860296669_417463_417464_35203,010 2878452,010 2878452
954206432_417603_417604_35570,051 5418181,051 5418181
5440156582_417632_417635_35911,077 3925196,077 3925196
5440156582_417714_417715_35526,050 6335423,050 6335423
5440156582_417718_417719_36063,099 8578976,099 8578976
954206432_417798_417799_36147,099 7355819,099 7355819
954206432_417828_417829_35695,055 2823463,055 2823463
860296669_417957_417992_35257,010 7338424,010 7338424
892642911_418005_418008_35738,055 7142314,055 7142314
860296669_418078_418079_35457,050 7222795,050 7222795
892642911_418106_418107_35361,012 4916223,012 4916223
860296669_418212_418213_36108,099 4167125,099 4167125
860296669_418216_418217_35868,070 8242943,070 8242943
860296669_418224_418225_35247,010 6877823,010 6877823
575298922_418312_418313_35537,051 6756657,051 6756657
575298922_418318_418319_35687,055 2437563,055 2437563
575298922_418429_418430_35834,070 9718845,070 9718845
575298922_418435_418436_36060,099 9749689,099 9749689
575298922_418475_418476_35665,055 2571898,055 2571898
575298922_418523_418524_35390,012 9825377,012 9825377
5028632961_418712_418713_35253,010 9119625,010 9119625
5028632961_418975_418976_35759,055 6357758,055 6357758
5028632961_419086_419087_35955,077 3199396,077 3199396
5028632961_419094_419095_35907,070 5226693,070 5226693
5028632961_419141_419142_35669,055 3172991,055 3172991
5028632961_419155_419156_35927,077 5111776,077 51111776
