audio,audio_filepath,data_type,transcription
1082554792_474269_474304_34996,/train/id/id-aa-train/voices-aa/1082554792_474269_474304_34996.ogg,id,A 375 6368
1043664892_446834_446836_34940,/train/id/id-aa-train/voices-aa/1043664892_446834_446836_34940.ogg,id,АА 16 4 11 91
763941567_457749_457763_35133,/train/id/id-aa-train/voices-aa/763941567_457749_457763_35133.ogg,id,әа алтыңыз өмбейш алтыңызшы құлқақты
5591209497_452559_452567_34331,/train/id/id-aa-train/voices-aa/5591209497_452559_452567_34331.ogg,id,A-A-2-3-4-8-5-1-2
1269496718_432034_432035_34924,/train/id/id-aa-train/voices-aa/1269496718_432034_432035_34924.ogg,id,аа құқыз дөрт үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш үш
1878274529_459147_459153_34259,/train/id/id-aa-train/voices-aa/1878274529_459147_459153_34259.ogg,id,"Aa 35, 67, 83, 83"
860296669_448339_448352_35132,/train/id/id-aa-train/voices-aa/860296669_448339_448352_35132.ogg,id,A A 4 3 1 7 5 7 1
5196964268_443252_443255_34850,/train/id/id-aa-train/voices-aa/5196964268_443252_443255_34850.ogg,id,"а а етміш әтіңісті өтүс беш, еттіүз ерін беш"
1297961140_460259_460264_35160,/train/id/id-aa-train/voices-aa/1297961140_460259_460264_35160.ogg,id,AA4826273
527731854_459751_459760_34560,/train/id/id-aa-train/voices-aa/527731854_459751_459760_34560.ogg,id,AA 8483524
1878274529_454918_454935_34909,/train/id/id-aa-train/voices-aa/1878274529_454918_454935_34909.ogg,id,AA 631-6441
426881765_475166_475212_34701,/train/id/id-aa-train/voices-aa/426881765_475166_475212_34701.ogg,id,AA 6854 689
1268975918_426039_426040_34700,/train/id/id-aa-train/voices-aa/1268975918_426039_426040_34700.ogg,id,"A-A 293, 54, 21."
527731854_457308_457312_34284,/train/id/id-aa-train/voices-aa/527731854_457308_457312_34284.ogg,id,AA667751-8
1009209372_480562_480581_34678,/train/id/id-aa-train/voices-aa/1009209372_480562_480581_34678.ogg,id,12-24-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3-3
1051072005_432729_432732_35147,/train/id/id-aa-train/voices-aa/1051072005_432729_432732_35147.ogg,id,AA 721 59 53
1009209372_462789_462797_34273,/train/id/id-aa-train/voices-aa/1009209372_462789_462797_34273.ogg,id,AA 36 77 845
809763511_483685_483694_34462,/train/id/id-aa-train/voices-aa/809763511_483685_483694_34462.ogg,id,AA-üç-doqquz-iki-altı-üç-bir-səkkiz
5028632961_420192_420193_34337,/train/id/id-aa-train/voices-aa/5028632961_420192_420193_34337.ogg,id,AA doqquz yetdi səkiz altı yetdi dört beş
568204248_434883_434884_34770,/train/id/id-aa-train/voices-aa/568204248_434883_434884_34770.ogg,id,аа 953-42-93
705098248_421036_421039_34532,/train/id/id-aa-train/voices-aa/705098248_421036_421039_34532.ogg,id,AA 717-8853
912272968_434491_434495_34826,/train/id/id-aa-train/voices-aa/912272968_434491_434495_34826.ogg,id,аа 151 66 23
1269496718_432050_432051_35008,/train/id/id-aa-train/voices-aa/1269496718_432050_432051_35008.ogg,id,A8291417
1878274529_426947_426948_34689,/train/id/id-aa-train/voices-aa/1878274529_426947_426948_34689.ogg,id,AA 5233 524
1297961140_472308_472319_34251,/train/id/id-aa-train/voices-aa/1297961140_472308_472319_34251.ogg,id,AA6715389
1297961140_476186_476213_34554,/train/id/id-aa-train/voices-aa/1297961140_476186_476213_34554.ogg,id,AA 6 9 8 3 6 3 9
976055738_475734_475760_35025,/train/id/id-aa-train/voices-aa/976055738_475734_475760_35025.ogg,id,A-A 7426868
828296631_464489_464497_35145,/train/id/id-aa-train/voices-aa/828296631_464489_464497_35145.ogg,id,AA 44 64 755
5196964268_423101_423102_34849,/train/id/id-aa-train/voices-aa/5196964268_423101_423102_34849.ogg,id,"A, A, 8, 4, 3, 9, 2, 7, 9"
1201653758_443016_443017_35137,/train/id/id-aa-train/voices-aa/1201653758_443016_443017_35137.ogg,id,AA 911-13-58
1009209372_485339_485344_34575,/train/id/id-aa-train/voices-aa/1009209372_485339_485344_34575.ogg,id,"A-a-a, 44, 63, 655"
329749591_487160_487161_34872,/train/id/id-aa-train/voices-aa/329749591_487160_487161_34872.ogg,id,аға әліптің әліптің әліптің әліптің
1043664892_429107_429108_35105,/train/id/id-aa-train/voices-aa/1043664892_429107_429108_35105.ogg,id,аа 37-6-61-69
1269496718_435097_435102_34367,/train/id/id-aa-train/voices-aa/1269496718_435097_435102_34367.ogg,id,AA2285988
5196964268_445302_445305_34412,/train/id/id-aa-train/voices-aa/5196964268_445302_445305_34412.ogg,id,ааа үшіс ермейеді ұттүс үтсүрс онбир
314849420_423436_423437_34525,/train/id/id-aa-train/voices-aa/314849420_423436_423437_34525.ogg,id,a-a-a-iki altı səkiz yetti səkiz altı iki
892642911_418059_418062_35042,/train/id/id-aa-train/voices-aa/892642911_418059_418062_35042.ogg,id,A-a yedi dört bir dört dört altı iki
860296669_452430_452435_34437,/train/id/id-aa-train/voices-aa/860296669_452430_452435_34437.ogg,id,A-A 3-5-6-5-6-4-2
5196964268_445239_445241_34767,/train/id/id-aa-train/voices-aa/5196964268_445239_445241_34767.ogg,id,AA 171-94-81
1128232293_447222_447232_34184,/train/id/id-aa-train/voices-aa/1128232293_447222_447232_34184.ogg,id,AA 931-986-5
1009209372_485178_485182_34828,/train/id/id-aa-train/voices-aa/1009209372_485178_485182_34828.ogg,id,Құрыс әйтің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзің өзі
329749591_487472_487473_34471,/train/id/id-aa-train/voices-aa/329749591_487472_487473_34471.ogg,id,аа етміш пеш қырк ки үш үш ұқсан-үш
1229817727_468100_468115_34352,/train/id/id-aa-train/voices-aa/1229817727_468100_468115_34352.ogg,id,AA 566-69-58
5196964268_443556_443557_34454,/train/id/id-aa-train/voices-aa/5196964268_443556_443557_34454.ogg,id,AA 721-555-2
954206432_424339_424340_34798,/train/id/id-aa-train/voices-aa/954206432_424339_424340_34798.ogg,id,"A-a, beş, üç, səkiz, doquz, üç, beş, altı."
5196964268_423304_423305_34296,/train/id/id-aa-train/voices-aa/5196964268_423304_423305_34296.ogg,id,"A, A, 2, 3, 8, 7, 3, 8, 4"
2016758610_479779_479792_34579,/train/id/id-aa-train/voices-aa/2016758610_479779_479792_34579.ogg,id,A-A 473-82-65
1201653758_475718_475783_35059,/train/id/id-aa-train/voices-aa/1201653758_475718_475783_35059.ogg,id,аа әлі üç қырқықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықықық
815993798_471227_471230_34746,/train/id/id-aa-train/voices-aa/815993798_471227_471230_34746.ogg,id,AA 957 51 74
1201653758_462795_462811_34739,/train/id/id-aa-train/voices-aa/1201653758_462795_462811_34739.ogg,id,AA 374 99 49
314849420_449496_449511_34632,/train/id/id-aa-train/voices-aa/314849420_449496_449511_34632.ogg,id,a a bir bir üç dörd iki səkiz altı
2016758610_470519_470539_34942,/train/id/id-aa-train/voices-aa/2016758610_470519_470539_34942.ogg,id,AA 585-63-51
671891258_421982_421985_34733,/train/id/id-aa-train/voices-aa/671891258_421982_421985_34733.ogg,id,аа токүс етміс беш онбеш етміс бір
912272968_434020_434023_34377,/train/id/id-aa-train/voices-aa/912272968_434020_434023_34377.ogg,id,a a iki yüz altmış altı səksən səkiz doxsan dörd
1009209372_485676_485679_34534,/train/id/id-aa-train/voices-aa/1009209372_485676_485679_34534.ogg,id,Әрі құрыл құрыл құрыл құрыл құрыл құрыл
2016758610_481509_481517_34175,/train/id/id-aa-train/voices-aa/2016758610_481509_481517_34175.ogg,id,AA 553-63-31
341881303_442490_442491_34919,/train/id/id-aa-train/voices-aa/341881303_442490_442491_34919.ogg,id,a a a bir dört yedi dört yedi bir dört
1043664892_429109_429110_34800,/train/id/id-aa-train/voices-aa/1043664892_429109_429110_34800.ogg,id,аа төрс қырт төрт онкі ондыққұс
5196964268_445271_445273_34486,/train/id/id-aa-train/voices-aa/5196964268_445271_445273_34486.ogg,id,аа үкүз әлдокүз әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік әлдік
809763511_456355_456365_34636,/train/id/id-aa-train/voices-aa/809763511_456355_456365_34636.ogg,id,а а етти доқұс үш дөрт үш дөрт алты
912272968_438175_438179_34935,/train/id/id-aa-train/voices-aa/912272968_438175_438179_34935.ogg,id,AA 184 52 89
828296631_454880_454891_34234,/train/id/id-aa-train/voices-aa/828296631_454880_454891_34234.ogg,id,a a əllibəş əllibəş altmış altı beş
1082554792_481633_481646_34242,/train/id/id-aa-train/voices-aa/1082554792_481633_481646_34242.ogg,id,аақ 44-70-70-30-60-1
568204248_434929_434930_34804,/train/id/id-aa-train/voices-aa/568204248_434929_434930_34804.ogg,id,AA 293 38 55
892642911_476366_476396_34836,/train/id/id-aa-train/voices-aa/892642911_476366_476396_34836.ogg,id,а-а алтың қырқыншы қырқынқұн әтімш үз
1297961140_473517_473545_34817,/train/id/id-aa-train/voices-aa/1297961140_473517_473545_34817.ogg,id,AA44114969
828296631_455722_455727_34445,/train/id/id-aa-train/voices-aa/828296631_455722_455727_34445.ogg,id,AA 63 52 55
763941567_431426_431432_34272,/train/id/id-aa-train/voices-aa/763941567_431426_431432_34272.ogg,id,AA 265-74-62
568204248_440207_440212_34431,/train/id/id-aa-train/voices-aa/568204248_440207_440212_34431.ogg,id,AA 996 54 68
314849420_422107_422108_34875,/train/id/id-aa-train/voices-aa/314849420_422107_422108_34875.ogg,id,"A-a, dokkuðu úl, sætti spýr, dokkuðu býr beyr."
341881303_441724_441730_34263,/train/id/id-aa-train/voices-aa/341881303_441724_441730_34263.ogg,id,a a 5 4 6 4 9 6 7
539261624_468252_468262_35088,/train/id/id-aa-train/voices-aa/539261624_468252_468262_35088.ogg,id,аа еттиүз күрк алты ермі беш етміш докүс
910545275_414814_414815_34973,/train/id/id-aa-train/voices-aa/910545275_414814_414815_34973.ogg,id,AA 3499 599
912272968_437436_437441_34210,/train/id/id-aa-train/voices-aa/912272968_437436_437441_34210.ogg,id,а а алтыүйүз алтмыш ікі алтыүйүз әлі сәкіз үк
1201653758_476256_476282_34738,/train/id/id-aa-train/voices-aa/1201653758_476256_476282_34738.ogg,id,AA 94 94 438
329749591_486204_486205_34783,/train/id/id-aa-train/voices-aa/329749591_486204_486205_34783.ogg,id,ааа доқсан беш алтmış алты дөрсүз алтmış беш
341881303_439116_439123_34535,/train/id/id-aa-train/voices-aa/341881303_439116_439123_34535.ogg,id,1 4 3 2 9 1 8
828296631_472303_472311_34987,/train/id/id-aa-train/voices-aa/828296631_472303_472311_34987.ogg,id,aa 966-69-75
671891258_422130_422133_35151,/train/id/id-aa-train/voices-aa/671891258_422130_422133_35151.ogg,id,аа 41 34 526
1268975918_426679_426680_34396,/train/id/id-aa-train/voices-aa/1268975918_426679_426680_34396.ogg,id,AA 36 51 174
568204248_437600_437607_34740,/train/id/id-aa-train/voices-aa/568204248_437600_437607_34740.ogg,id,a a dörd yüz yirmi səkküz otis beş doxsan doqqus
1297961140_461433_461438_34745,/train/id/id-aa-train/voices-aa/1297961140_461433_461438_34745.ogg,id,AA5394394
1043664892_430453_430454_34518,/train/id/id-aa-train/voices-aa/1043664892_430453_430454_34518.ogg,id,Ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә ә
910545275_415005_415006_34775,/train/id/id-aa-train/voices-aa/910545275_415005_415006_34775.ogg,id,AA 874-62-25
1150481435_415952_415953_34297,/train/id/id-aa-train/voices-aa/1150481435_415952_415953_34297.ogg,id,AA 67 33 559
815993798_453326_453344_34640,/train/id/id-aa-train/voices-aa/815993798_453326_453344_34640.ogg,id,AA 182-90-21
640339050_466034_466068_35139,/train/id/id-aa-train/voices-aa/640339050_466034_466068_35139.ogg,id,AA 73348877
671891258_468675_468985_34864,/train/id/id-aa-train/voices-aa/671891258_468675_468985_34864.ogg,id,аа 722-79-69
5028632961_419261_419262_35148,/train/id/id-aa-train/voices-aa/5028632961_419261_419262_35148.ogg,id,AA 3143899
892642911_476637_476653_34539,/train/id/id-aa-train/voices-aa/892642911_476637_476653_34539.ogg,id,a a six yüz qurx altı əlili yeddi on səkiz
568204248_440143_440145_34436,/train/id/id-aa-train/voices-aa/568204248_440143_440145_34436.ogg,id,АА 137-94-61
527731854_459614_459621_34383,/train/id/id-aa-train/voices-aa/527731854_459614_459621_34383.ogg,id,AA-351-52-55
527731854_454487_454499_34433,/train/id/id-aa-train/voices-aa/527731854_454487_454499_34433.ogg,id,AA 256 27 26
539261624_455994_456000_34659,/train/id/id-aa-train/voices-aa/539261624_455994_456000_34659.ogg,id,AA 351 83 24
640339050_417164_417165_34229,/train/id/id-aa-train/voices-aa/640339050_417164_417165_34229.ogg,id,AA dörd iki doqquz dörd yetti iki beş
2016758610_473073_473084_35027,/train/id/id-aa-train/voices-aa/2016758610_473073_473084_35027.ogg,id,AA 197-85-75
1269496718_433157_433160_34472,/train/id/id-aa-train/voices-aa/1269496718_433157_433160_34472.ogg,id,"АА 621,95,74"
1051072005_433560_433566_34499,/train/id/id-aa-train/voices-aa/1051072005_433560_433566_34499.ogg,id,aa 652 92 39
671891258_478236_478257_34837,/train/id/id-aa-train/voices-aa/671891258_478236_478257_34837.ogg,id,аа 183 35 41
5196964268_465231_465245_34985,/train/id/id-aa-train/voices-aa/5196964268_465231_465245_34985.ogg,id,ааа онбир доқсан дөрд ютсәсән еті
527731854_464933_464940_34905,/train/id/id-aa-train/voices-aa/527731854_464933_464940_34905.ogg,id,AA 826 3397
1043664892_446405_446411_34378,/train/id/id-aa-train/voices-aa/1043664892_446405_446411_34378.ogg,id,аа қырт дүр сәкүз ұсындық өлді дүрд
527731854_463975_463978_34214,/train/id/id-aa-train/voices-aa/527731854_463975_463978_34214.ogg,id,A A 173 43 25
1128232293_445078_445079_34787,/train/id/id-aa-train/voices-aa/1128232293_445078_445079_34787.ogg,id,AA 786 1531
5028632961_421506_421507_34505,/train/id/id-aa-train/voices-aa/5028632961_421506_421507_34505.ogg,id,Á á bírki í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í þú í
815993798_468823_468830_34845,/train/id/id-aa-train/voices-aa/815993798_468823_468830_34845.ogg,id,аа алтизал докүз 129-7
1082554792_472631_472658_34375,/train/id/id-aa-train/voices-aa/1082554792_472631_472658_34375.ogg,id,아 예트 있었어 너희도 쇼리름 예트.
1009209372_480405_480416_34686,/train/id/id-aa-train/voices-aa/1009209372_480405_480416_34686.ogg,id,I'll have to go first.
912272968_437582_437591_34591,/train/id/id-aa-train/voices-aa/912272968_437582_437591_34591.ogg,id,AA 428 63 46
912272968_435077_435082_34753,/train/id/id-aa-train/voices-aa/912272968_435077_435082_34753.ogg,id,аа төртүз отыркүй ермей бейш қыркүй бір
809763511_481699_481712_34790,/train/id/id-aa-train/voices-aa/809763511_481699_481712_34790.ogg,id,"A-A bir, üç, iki, səkkiz, dörd, doquz, altı"
763941567_454970_454980_34180,/train/id/id-aa-train/voices-aa/763941567_454970_454980_34180.ogg,id,AA 589 55 94
619589413_440668_440672_34419,/train/id/id-aa-train/voices-aa/619589413_440668_440672_34419.ogg,id,AA 769 47
1297961140_474828_474837_34757,/train/id/id-aa-train/voices-aa/1297961140_474828_474837_34757.ogg,id,AA-8668297
860296669_447942_447963_34635,/train/id/id-aa-train/voices-aa/860296669_447942_447963_34635.ogg,id,"AA 4, 5, 4, 2, 1, 9, 3."
713611046_458170_458185_34303,/train/id/id-aa-train/voices-aa/713611046_458170_458185_34303.ogg,id,AA 2 5 6 1 3 6 9
5196964268_443530_443531_34721,/train/id/id-aa-train/voices-aa/5196964268_443530_443531_34721.ogg,id,A A 16 91 835
2016758610_478188_478196_34320,/train/id/id-aa-train/voices-aa/2016758610_478188_478196_34320.ogg,id,AA 612-32-37
1201653758_462514_462526_34402,/train/id/id-aa-train/voices-aa/1201653758_462514_462526_34402.ogg,id,AA 324 36 32
828296631_468415_468431_34601,/train/id/id-aa-train/voices-aa/828296631_468415_468431_34601.ogg,id,AA 431-75-64
1082554792_471836_471860_34999,/train/id/id-aa-train/voices-aa/1082554792_471836_471860_34999.ogg,id,AA 232-80-34
1150481435_415921_415922_35125,/train/id/id-aa-train/voices-aa/1150481435_415921_415922_35125.ogg,id,AA üç yüz otuz üç əlli dörd on doqquz
671891258_481047_481059_34440,/train/id/id-aa-train/voices-aa/671891258_481047_481059_34440.ogg,id,AA 198 99 35
619589413_440708_440711_34964,/train/id/id-aa-train/voices-aa/619589413_440708_440711_34964.ogg,id,a114 24 12
910545275_414967_414968_34893,/train/id/id-aa-train/voices-aa/910545275_414967_414968_34893.ogg,id,A-A 541-26-57
